trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
435,False,"{'a': 0.9913376492402548, 'e': 0.012906812580479862}",20,12,16.59859440120751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.99131782248727, 'e': 0.01277838764953576}",20,3,27.638014878957648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9912979961308201, 'e': 0.012651240568005305}",20,10,20.619584080070872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.9912781701708975, 'e': 0.012525358621074385}",20,16,7.498139637941528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9912583446074941, 'e': 0.012400729220443406}",20,3,20.214856003597475,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.9912385194406019, 'e': 0.012277339903068436}",25,8,-11.646782661084954,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.9912186946702131, 'e': 0.012155178329914935}",25,18,8.425471910135407,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.9911988702963197, 'e': 0.012034232284723775}",20,16,8.14281776409306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9911790463189137, 'e': 0.011914489672789647}",20,9,9.586116000451408,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.9911592227379873, 'e': 0.011795938519751562}",20,7,23.30106201170498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9911393995535326, 'e': 0.011678566970395442}",25,15,14.442132734659427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9911195767655414, 'e': 0.011562363287468536}",20,10,18.528544628580825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.9910997543740061, 'e': 0.01144731585050571}",20,14,10.530068845812153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9910799323789187, 'e': 0.011333413154667387}",20,13,9.434617728585373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.991060110780271, 'e': 0.011220643809589084}",25,20,11.831862552280631,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9910402895780553, 'e': 0.011108996538242306}",25,5,24.308934896747363,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.9910204687722638, 'e': 0.010998460175806881}",25,15,17.705641119921637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9910006483628884, 'e': 0.01088902366855444}",20,12,17.0300524291065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.9909808283499211, 'e': 0.010780676072743084}",20,12,16.52478743772162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.990961008733354, 'e': 0.010673406553522925}",20,12,14.887454408922911,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9909411895131793, 'e': 0.010567204383852655}",25,11,14.946524185768508,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9909213706893891, 'e': 0.010462058943426795}",20,13,13.131318859232545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9909015522619753, 'e': 0.010357959717613696}",30,16,26.69367870397908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.9908817342309301, 'e': 0.010254896296404022}",25,11,29.354240865316257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9908619165962453, 'e': 0.010152858373369763}",30,13,34.83726272436754,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9908420993579135, 'e': 0.010051835744633576}",20,10,9.893488323428965,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9908222825159263, 'e': 0.00995181830784842}",20,16,8.4560246668986,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,22,15.692282103459583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,14.409678738556398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,18.66221168249463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,16.590007819132335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,12,-24.786875706764484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
6,True,"{'a': 0, 'e': 0}",20,13,13.026121493689935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,21,23.760251487164847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,19,13.1054000501734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,12.744169974299766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,10,29.001427990955126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
