trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
261,False,"{'a': 0.994793548595874, 'e': 0.0735345437630571}",25,13,16.47546118047117,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.9947736527249021, 'e': 0.07280286282743559}",20,4,-23.765095461247515,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.9947537572518476, 'e': 0.0720784622387661}",25,8,24.287889490605284,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.9947338621767026, 'e': 0.07136126955638605}",30,19,20.576889320904144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.994713967499459, 'e': 0.0706512130604296}",20,7,17.96763044603734,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.9946940732201089, 'e': 0.06994822174465536}",20,7,-29.339887017249787,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.9946741793386445, 'e': 0.069252225309346}",25,14,20.93078918728395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.9946542858550578, 'e': 0.06856315415427791}",30,16,27.96058242090935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.9946343927693406, 'e': 0.06788093937176144}",20,15,11.064206441535939,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.9946145000814852, 'e': 0.06720551273974976}",25,16,8.936222614411294,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.9945946077914836, 'e': 0.06653680671501686}",20,12,15.352631050937113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.9945747158993277, 'e': 0.06587475442640295}",20,10,9.705149693448593,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.9945548244050098, 'e': 0.06521928966812753}",25,16,16.039591854258816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9945349333085216, 'e': 0.06457034689316847}",30,3,43.66854247265479,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9945150426098553, 'e': 0.06392786120670757}",20,7,22.30970840817582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9944951523090032, 'e': 0.0632917683596407}",30,22,17.201973038266285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.994475262405957, 'e': 0.06266200474215315}",20,9,12.494335573887644,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.9944553729007088, 'e': 0.06203850737735829}",25,13,19.839300498097582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.9944354837932508, 'e': 0.06142121391500013}",20,11,16.076149422269168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9944155950835749, 'e': 0.06081006262521795}",20,16,6.548063292643644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9943957067716732, 'e': 0.06020499239237354}",25,13,23.74474688461249,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.9943758188575378, 'e': 0.05960594270893937}",30,20,18.51274922275951,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9943559313411606, 'e': 0.05901285366944784}",20,11,18.3734473625591,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.9943360442225337, 'e': 0.05842566596450083}",20,13,10.145116492409525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.9943161575016493, 'e': 0.057844320874838456}",30,20,19.299245929544483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.9942962711784993, 'e': 0.05726876026546736}",20,10,18.462216027870483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.9942763852530756, 'e': 0.0566989265798469}",20,2,31.040334657145614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.9942564997253706, 'e': 0.056134762834133725}",30,20,18.383971387912695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.994236614595376, 'e': 0.05557621261148306}",30,12,34.2647277330752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.9942167298630841, 'e': 0.05502322005640723}",25,11,24.76233829006731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.9941968455284869, 'e': 0.05447572986918986}",25,18,15.299188840629167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9941769615915762, 'e': 0.05393368730035602}",25,16,18.183373783009134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9941570780523444, 'e': 0.053397038145197084}",25,14,19.69230197383055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.9941371949107833, 'e': 0.05286572873835037}",25,11,24.32443529008009,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.994117312166885, 'e': 0.05233970594843238}",30,17,1.3255025623463732,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.9940974298206418, 'e': 0.05181891717272583}",25,10,21.743261041296133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.9940775478720453, 'e': 0.05130331033191911}",20,11,-4.408801190490184,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.9940576663210878, 'e': 0.0507928338648985}",20,9,14.859193965940243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.9940377851677614, 'e': 0.050287436723591865}",25,18,17.256041295722653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.9940179044120581, 'e': 0.049787068367863944}",20,3,15.113614429239433,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.9939980240539698, 'e': 0.04929167876046215}",25,5,31.320664245792255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9939781440934886, 'e': 0.04880121836201296}",20,11,14.45074113426857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.9939582645306068, 'e': 0.04831563812606777}",20,10,19.768165122454334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9939383853653161, 'e': 0.04783488949419837}",25,3,29.55544379553844,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.9939185065976088, 'e': 0.04735892439114091}",30,22,16.521461209124215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9938986282274769, 'e': 0.046887695219988486}",20,2,27.113710527147553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9938787502549122, 'e': 0.04642115485743125}",25,2,35.470616196739535,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9938588726799071, 'e': 0.045959256649044204}",30,15,28.364164461324904,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9938389955024536, 'e': 0.04550195440462157}",20,7,24.826520431850746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9938191187225435, 'e': 0.0450492023935578}",25,14,17.786228214981797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.993799242340169, 'e': 0.044600955340274535}",25,8,32.26854367100227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9937793663553222, 'e': 0.04415716841969286}",20,13,13.817195857156186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9937594907679951, 'e': 0.04371779725275094}",20,9,19.732412540951465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9937396155781797, 'e': 0.043282797901965896}",20,10,18.1629200200411,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9937197407858681, 'e': 0.04285212686704019}",30,20,12.788793686988175,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9936998663910523, 'e': 0.042425741080511385}",20,16,7.0973912916475905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9936799923937245, 'e': 0.04200359790344555}",25,7,38.13303723095342,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9936601187938766, 'e': 0.04158565512117316}",30,12,29.87117781644923,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9936402455915007, 'e': 0.04117187093906774}",20,11,15.460022812816165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9936203727865889, 'e': 0.04076220397836621}",20,12,16.60783129266749,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9936005003791331, 'e': 0.04035661327203115}",20,10,18.84028426569889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9935806283691255, 'e': 0.039955058260653896}",25,19,-10.755489683905026,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.9935607567565581, 'e': 0.039557498788398725}",30,19,19.410592183025503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.993540885541423, 'e': 0.039163895098987066}",25,11,26.469517846823923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9935210147237121, 'e': 0.03877420783172201}",20,15,8.671902208847508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9935011443034176, 'e': 0.038388398017552054}",20,12,15.270682394544625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9934812742805316, 'e': 0.038006427075174314}",25,15,18.855685502652815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9934614046550458, 'e': 0.0376282568071762}",25,19,12.954748168187741,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9934415354269528, 'e': 0.03725384939621581}",20,9,22.305198609822494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9934216665962442, 'e': 0.036883167401239994}",20,8,19.282092374601906,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9934017981629123, 'e': 0.0365161737537404}",20,12,14.730589142577507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.993381930126949, 'e': 0.03615283175404641}",25,17,15.488891802823165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9933620624883465, 'e': 0.0357931050676553}",25,13,24.71933314235487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9933421952470967, 'e': 0.03543695772159864}",35,18,21.66185086974759,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.9933223284031917, 'e': 0.035084354100845025}",25,15,15.19774281229972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9933024619566236, 'e': 0.03473525894473856}",25,11,27.03643559600154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9932825959073844, 'e': 0.03438963734347271}",20,0,19.89085587758063,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.9932627302554663, 'e': 0.034047454734599344}",20,14,10.688695783802116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9932428650008611, 'e': 0.033708676899572396}",20,11,13.634215217918698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9932230001435611, 'e': 0.03337326996032608}",25,15,19.616960461815406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9932031356835582, 'e': 0.03304120037588693}",25,20,11.717708083397087,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9931832716208445, 'e': 0.03271243493901982}",30,14,30.17697645150331,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9931634079554121, 'e': 0.03238694077290704}",20,6,23.966177469580536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.993143544687253, 'e': 0.03206468532786077}",25,16,16.99759638079401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9931236818163592, 'e': 0.03174563637806794}",20,10,4.149355244156363,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.9931038193427228, 'e': 0.03142976201836771}",20,9,19.610277415866456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.993083957266336, 'e': 0.03111703066106086}",20,4,30.071032297397235,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9930640955871907, 'e': 0.030807411032751076}",20,14,10.79095022903918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.9930442343052789, 'e': 0.030500872171217483}",30,23,10.663568652899764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9930243734205928, 'e': 0.0301973834223185}",25,8,28.399469185107808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9930045129331243, 'e': 0.029896914436926308}",20,13,10.027208037665142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9929846528428656, 'e': 0.029599435167892}",20,10,19.75295991848526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9929647931498088, 'e': 0.029304915867040746}",30,14,20.43085281659871,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9929449338539458, 'e': 0.029013327082197053}",35,21,26.80621294697863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9929250749552686, 'e': 0.028724639654239423}",30,18,25.030474068104894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9929052164537695, 'e': 0.028438824714184505}",30,6,-27.671454858212204,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
357,False,"{'a': 0.9928853583494405, 'e': 0.028155853680300096}",20,6,24.30994974278743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9928655006422734, 'e': 0.027875698255247015}",30,15,30.155124736811874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9928456433322606, 'e': 0.027598330423249287}",30,17,24.756002860256416,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9928257864193939, 'e': 0.02732372244729256}",25,11,25.63610594064678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9928059299036655, 'e': 0.027051846866350416}",20,9,15.660732524971182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9927860737850673, 'e': 0.026782676492638175}",20,9,21.867726135231838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9927662180635917, 'e': 0.02651618440889418}",25,12,26.935318550217698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9927463627392303, 'e': 0.02625234396568796}",25,13,22.817051152618102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9927265078119756, 'e': 0.025991128778755347}",20,8,13.50442968108751,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9927066532818193, 'e': 0.02573251272635994}",25,16,11.838030140538944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9926867991487537, 'e': 0.025476469946681016}",20,12,14.127165707789933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9926669454127707, 'e': 0.025222974835227212}",30,22,15.6200118447337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9926470920738624, 'e': 0.024972002042276155}",35,15,34.32686338810531,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9926272391320209, 'e': 0.024723526470339388}",20,0,28.218098448535123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.9926073865872382, 'e': 0.02447752327165267}",20,0,30.238969930837765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.9925875344395064, 'e': 0.024233967845691113}",25,8,28.504994341325833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9925676826888177, 'e': 0.023992835836709175}",25,18,12.136237835978026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9925478313351639, 'e': 0.023754103131304997}",25,13,26.514725359304748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9925279803785372, 'e': 0.023517745856009107}",20,3,27.503153384629027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9925081298189296, 'e': 0.023283740374897}",30,7,34.7148718201822,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9924882796563331, 'e': 0.02305206328722557}",25,20,11.016796559499282,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.99246842989074, 'e': 0.02282269142509297}",25,13,19.7469535749652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9924485805221421, 'e': 0.022595601851121864}",35,15,37.88814084105839,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9924287315505317, 'e': 0.02237077185616559}",20,6,24.418471155739788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9924088829759007, 'e': 0.022148178957037315}",20,13,-1.9685317122888177,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.9923890347982411, 'e': 0.02192780089426161}",25,18,13.681522516427938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9923691870175452, 'e': 0.02170961562984857}",25,15,17.46427682413017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.9923493396338048, 'e': 0.021493601345089923}",25,20,10.960452787623716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9923294926470121, 'e': 0.02127973643837717}",25,16,16.57476898787515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9923096460571591, 'e': 0.021067999523041434}",20,13,12.402119776803524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9922897998642379, 'e': 0.02085836942521472}",20,11,18.554064444369054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.9922699540682406, 'e': 0.020650825181712566}",25,19,11.896454451784171,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.9922501086691593, 'e': 0.020445346037937653}",30,12,31.352923502909817,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9922302636669859, 'e': 0.02024191144580439}",20,11,19.63778411248333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9922104190617125, 'e': 0.020040501061684014}",20,7,25.386658624923907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9921905748533313, 'e': 0.019841094744370288}",20,3,24.90678390847377,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9921707310418342, 'e': 0.019643672553065292}",20,5,25.97033005278655,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9921508876272133, 'e': 0.01944821474538539}",20,11,18.183964553671085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.9921310446094608, 'e': 0.01925470177538692}",20,12,14.865645813849202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9921112019885685, 'e': 0.019063114291611637}",25,13,22.722350363563372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.9920913597645288, 'e': 0.018873433135151486}",35,18,-9.527103004867065,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
398,False,"{'a': 0.9920715179373334, 'e': 0.018685639337732773}",20,7,22.33780905621615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9920516765069747, 'e': 0.018499714119819242}",25,8,29.19307850542535,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9920318354734445, 'e': 0.01831563888873418}",25,16,16.782005585384216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.992011994836735, 'e': 0.018133395236801075}",25,12,29.519198859106282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.9919921545968382, 'e': 0.01795296493950285}",25,15,17.786549240640344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9919723147537463, 'e': 0.01777432995365944}",25,9,28.691868975857876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9919524753074512, 'e': 0.017597472415623393}",30,15,29.830160762460636,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.991932636257945, 'e': 0.017422374639493515}",20,13,16.32429849750102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9919127976052199, 'e': 0.017249019115346265}",20,14,9.292737004694583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9918929593492677, 'e': 0.017077388507484793}",20,12,13.707645145821205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9918731214900808, 'e': 0.01690746565270528}",20,12,13.45828483171622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9918532840276509, 'e': 0.016739233558580632}",20,10,17.724336323974505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9918334469619703, 'e': 0.016572675401761255}",20,2,24.434011587031566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9918136102930311, 'e': 0.016407774526292645}",30,16,26.25171199222447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9917937740208252, 'e': 0.01624451444194987}",25,14,19.666128309505176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9917739381453448, 'e': 0.016082878822588433}",25,6,33.13792073396182,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9917541026665818, 'e': 0.015922851504511698}",20,16,7.9616616338311506,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9917342675845284, 'e': 0.015764416484854486}",30,21,15.811226868367582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9917144328991767, 'e': 0.01560755791998283}",20,13,12.214412574390217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9916945986105188, 'e': 0.015452260123909515}",35,18,32.690526898140696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9916747647185465, 'e': 0.015298507566725518}",20,11,16.819171205213436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9916549312232521, 'e': 0.01514628487304698}",20,8,20.714430588212227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9916350981246277, 'e': 0.014995576820477703}",30,17,16.721780492857953,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.9916152654226651, 'e': 0.014846368338086832}",20,12,15.920991031025595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9915954331173567, 'e': 0.014698644504901784}",25,10,19.48181193371189,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9915756012086943, 'e': 0.014552390548416123}",30,14,-10.553385158297335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.9915557696966701, 'e': 0.01440759184311235}",35,2,48.75120535027991,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.9915359385812762, 'e': 0.014264233908999256}",20,8,18.824700854121076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9915161078625045, 'e': 0.014122302410163962}",25,17,15.863217782623185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9914962775403472, 'e': 0.013981783153338296}",20,12,16.615275762882067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9914764476147964, 'e': 0.013842662086479501}",35,27,16.983116783791502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9914566180858441, 'e': 0.013704925297364945}",30,19,22.780665202535538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9914367889534824, 'e': 0.013568559012200934}",20,14,14.351791022819341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9914169602177033, 'e': 0.013433549594245302}",20,11,7.258177020976943,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.9913971318784989, 'e': 0.013299883542443767}",35,12,40.010699595595085,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9913773039358613, 'e': 0.013167547490079751}",25,18,13.374065099523571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9913574763897826, 'e': 0.013036528203437736}",25,19,10.442839383717276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
