trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.9965658757389062, 'e': 0.17906614791149322}",25,17,13.214395487810206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.9965459444213913, 'e': 0.17728440996987782}",25,0,37.6782038405435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.9965260135025029, 'e': 0.17552040061699686}",20,8,2.082662931237685,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.9965060829822329, 'e': 0.17377394345044514}",30,6,35.21423569602247,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.9964861528605732, 'e': 0.17204486382305054}",20,0,16.30086417352929,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.996466223137516, 'e': 0.17033298882540943}",20,0,9.939203799451196,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
178,False,"{'a': 0.9964462938130532, 'e': 0.1686381472685955}",30,14,4.969805208346931,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.996426364887177, 'e': 0.1669601696670407}",20,12,-49.07798889579633,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
180,False,"{'a': 0.9964064363598791, 'e': 0.16529888822158653}",25,13,24.1416485611568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.9963865082311519, 'e': 0.16365413680270405}",20,10,18.484041921242994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.9963665805009873, 'e': 0.16202575093388075}",20,7,21.981620187970165,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.9963466531693772, 'e': 0.16041356777517274}",25,7,19.557783576697005,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.9963267262363138, 'e': 0.15881742610692068}",20,11,10.543200575725074,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.996306799701789, 'e': 0.1572371663136276}",35,0,-59.72730120025051,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 2}",1
186,False,"{'a': 0.996286873565795, 'e': 0.1556726303679973}",25,13,10.980300038928664,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.9962669478283237, 'e': 0.1541236618151314}",20,6,19.218975997726158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.9962470224893671, 'e': 0.15259010575688386}",20,9,-1.5202638180718404,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.9962270975489173, 'e': 0.15107180883637084}",20,11,17.050300049944873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.9962071730069663, 'e': 0.14956861922263504}",20,14,-30.266686429474156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.9961872488635062, 'e': 0.14808038659546244}",20,10,17.64347785829356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.9961673251185289, 'e': 0.14660696213035015}",20,13,11.265600442649221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.9961474017720264, 'e': 0.14514819848362373}",25,11,0.42076181546392744,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.996127478823991, 'e': 0.14370394977770293}",30,0,15.995482738590017,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.9961075562744145, 'e': 0.1422740715865136}",20,8,20.804930777501248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.996087634123289, 'e': 0.140858420921045}",25,17,12.528171104708466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.9960677123706065, 'e': 0.13945685621505094}",25,15,16.92319016397968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.9960477910163591, 'e': 0.13806923731089282}",25,0,14.822836419235873,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.9960278700605387, 'e': 0.13669542544552385}",20,11,-2.074917386373987,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.9960079495031375, 'e': 0.1353352832366127}",20,11,3.741344987894893,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.9959880293441474, 'e': 0.13398867466880493}",20,0,28.38291076381018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.9959681095835605, 'e': 0.13265546508012172}",20,15,9.826126049555974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.9959481902213688, 'e': 0.13133552114849303}",20,3,29.685491291135808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.9959282712575643, 'e': 0.1300287108784259}",20,16,10.000100142852364,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.9959083526921392, 'e': 0.12873490358780423}",20,5,23.488531647774288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.9958884345250854, 'e': 0.12745396989482075}",20,16,7.080470240839897,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.9958685167563949, 'e': 0.12618578170503877}",20,10,8.7039846878785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.9958485993860596, 'e': 0.12493021219858241}",30,10,21.392964817812736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.995828682414072, 'e': 0.12368713581745483}",20,2,-13.585805243008616,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.9958087658404237, 'e': 0.1224564282529819}",20,5,23.07393726274062,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.9957888496651068, 'e': 0.12123796643338168}",20,0,-11.781595336295874,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.9957689338881135, 'e': 0.12003162851145673}",20,0,17.182354652404097,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.9957490185094356, 'e': 0.11883729385240965}",20,1,23.95656870909162,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.9957291035290655, 'e': 0.11765484302177918}",20,0,19.56483695510296,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.9957091889469949, 'e': 0.11648415777349697}",30,6,25.702023522139015,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.9956892747632159, 'e': 0.11532512103806251}",25,15,18.971670317494127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.9956693609777206, 'e': 0.1141776169108365}",30,14,-26.12346275579937,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.9956494475905011, 'e': 0.11304153064044985}",20,13,12.501448596094008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.9956295346015492, 'e': 0.11191674861732888}",30,18,8.356754758736663,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.9956096220108572, 'e': 0.11080315836233387}",20,10,19.247437204980226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.995589709818417, 'e': 0.10970064851551141}",25,15,18.63324204387022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.9955697980242205, 'e': 0.10860910882495796}",25,16,10.618003002349642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.99554988662826, 'e': 0.10752843013579495}",30,20,9.944824988123694,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.9955299756305275, 'e': 0.1064585043792528}",20,14,11.432616832123127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.9955100650310148, 'e': 0.10539922456186433}",30,7,36.562123920378234,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.9954901548297141, 'e': 0.104350484754765}",20,14,-29.6660040166073,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.9954702450266176, 'e': 0.1033121800831002}",30,8,27.14288775305032,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.995450335621717, 'e': 0.10228420671553744}",30,12,11.444714619254661,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.9954304266150046, 'e': 0.1012664618538834}",20,11,16.71855375851135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.9954105180064723, 'e': 0.1002588437228037}",25,18,1.2126287799725548,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.9953906097961122, 'e': 0.09926125155964566}",20,10,18.693255794580597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.9953707019839162, 'e': 0.09827358560436154}",25,8,32.37422432870176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.9953507945698765, 'e': 0.09729574708953276}",30,19,22.106535775356406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.995330887553985, 'e': 0.09632763823049303}",25,18,14.8855975897657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.9953109809362339, 'e': 0.09536916221554961}",20,12,15.791049735462881,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.9952910747166153, 'e': 0.09442022319630235}",20,6,24.164593762281655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.9952711688951209, 'e': 0.09348072627805847}",30,9,25.139247477237124,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.995251263471743, 'e': 0.09255057751034329}",30,12,32.85559714769539,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.9952313584464735, 'e': 0.09162968387750484}",30,20,-18.606567790360607,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
240,False,"{'a': 0.9952114538193045, 'e': 0.09071795328941251}",25,0,-39.420733661145725,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
241,False,"{'a': 0.9951915495902282, 'e': 0.08981529457224763}",20,10,7.2566918174972255,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.9951716457592363, 'e': 0.08892161745938634}",20,0,27.34902743301608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.9951517423263211, 'e': 0.08803683258237255}",20,6,-13.513018422381126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.9951318392914745, 'e': 0.0871608514619813}",30,19,9.566892895477675,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.9951119366546887, 'e': 0.0862935864993705}",25,0,38.42197159259609,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.9950920344159556, 'e': 0.08543495096732123}",25,2,11.420112131259849,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.9950721325752673, 'e': 0.08458485900156469}",30,14,18.534814788496114,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.9950522311326158, 'e': 0.08374322559219596}",30,14,-10.299079918526513,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.9950323300879931, 'e': 0.08290996657517266}",25,15,4.980236244865861,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.9950124294413912, 'e': 0.0820849986238988}",20,2,-25.964763737579222,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.9949925291928025, 'e': 0.08126823924089167}",30,3,-3.9633460722443927,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 0}",1
252,False,"{'a': 0.9949726293422185, 'e': 0.08045960674953244}",25,2,39.94223625611089,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.9949527298896317, 'e': 0.07965902028589801}",25,2,32.6866620253915,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.9949328308350339, 'e': 0.07886639979067495}",25,9,19.4344232956945,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.9949129321784171, 'e': 0.07808166600115313}",30,13,-17.71382375236126,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.9948930339197736, 'e': 0.07730474044329974}",25,14,18.924480958482537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.9948731360590951, 'e': 0.07653554542391151}",30,14,9.368593694302275,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.994853238596374, 'e': 0.07577400402284548}",20,7,19.614460278321253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.994833341531602, 'e': 0.07502004008532698}",25,14,19.072955428222045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.9948134448647713, 'e': 0.07427357821433388}",20,14,8.370685177016947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.994793548595874, 'e': 0.0735345437630571}",20,13,-31.496055730651904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.9947736527249021, 'e': 0.07280286282743559}",20,14,-1.8372703272560789,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.9947537572518476, 'e': 0.0720784622387661}",30,12,29.691656042277675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.9947338621767026, 'e': 0.07136126955638605}",20,16,8.923001920679098,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.994713967499459, 'e': 0.0706512130604296}",20,8,19.450171036432113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.9946940732201089, 'e': 0.06994822174465536}",20,6,25.846101365522657,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.9946741793386445, 'e': 0.069252225309346}",30,16,31.013295521903313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.9946542858550578, 'e': 0.06856315415427791}",25,0,19.262240258675455,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.9946343927693406, 'e': 0.06788093937176144}",35,16,30.134825475051365,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.9946145000814852, 'e': 0.06720551273974976}",30,9,33.99803033881191,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.9945946077914836, 'e': 0.06653680671501686}",20,10,19.729416569172745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.9945747158993277, 'e': 0.06587475442640295}",20,8,21.22247350691103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.9945548244050098, 'e': 0.06521928966812753}",25,20,8.998449870622338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9945349333085216, 'e': 0.06457034689316847}",30,23,13.320605384877783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9945150426098553, 'e': 0.06392786120670757}",25,11,25.74324383805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9944951523090032, 'e': 0.0632917683596407}",20,11,15.975838085257207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.994475262405957, 'e': 0.06266200474215315}",25,17,16.620762122120638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.9944553729007088, 'e': 0.06203850737735829}",25,1,17.32362927470028,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.9944354837932508, 'e': 0.06142121391500013}",20,8,21.669981853400017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9944155950835749, 'e': 0.06081006262521795}",25,9,29.388210275705173,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9943957067716732, 'e': 0.06020499239237354}",30,4,46.63828388598977,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.9943758188575378, 'e': 0.05960594270893937}",35,28,12.82871462224977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9943559313411606, 'e': 0.05901285366944784}",20,0,24.746725407489087,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.9943360442225337, 'e': 0.05842566596450083}",20,12,10.39963515487064,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.9943161575016493, 'e': 0.057844320874838456}",25,18,12.393520950534011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.9942962711784993, 'e': 0.05726876026546736}",20,6,22.050506335077035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.9942763852530756, 'e': 0.0566989265798469}",30,8,11.321919302147444,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.9942564997253706, 'e': 0.056134762834133725}",25,18,13.746049341425286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.994236614595376, 'e': 0.05557621261148306}",25,16,16.152083556128677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.9942167298630841, 'e': 0.05502322005640723}",30,15,23.783746776005987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.9941968455284869, 'e': 0.05447572986918986}",20,0,28.293582677278994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9941769615915762, 'e': 0.05393368730035602}",20,14,11.855394881629955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9941570780523444, 'e': 0.053397038145197084}",20,10,19.43319689087906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.9941371949107833, 'e': 0.05286572873835037}",30,21,16.32593454504338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.994117312166885, 'e': 0.05233970594843238}",30,14,11.160210708485728,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.9940974298206418, 'e': 0.05181891717272583}",20,9,16.530516063735295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.9940775478720453, 'e': 0.05130331033191911}",20,13,10.581628497004235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.9940576663210878, 'e': 0.0507928338648985}",25,14,11.457892776341872,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.9940377851677614, 'e': 0.050287436723591865}",20,8,0.3695086653932711,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.9940179044120581, 'e': 0.049787068367863944}",25,11,25.605807277489255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.9939980240539698, 'e': 0.04929167876046215}",25,20,10.240167523840318,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9939781440934886, 'e': 0.04880121836201296}",20,4,24.632595946716418,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.9939582645306068, 'e': 0.04831563812606777}",20,16,6.210099432136033,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9939383853653161, 'e': 0.04783488949419837}",30,19,10.273559817021596,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.9939185065976088, 'e': 0.04735892439114091}",25,11,25.65614783894261,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9938986282274769, 'e': 0.046887695219988486}",20,3,19.733658809802833,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.9938787502549122, 'e': 0.04642115485743125}",25,14,17.8344707882846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9938588726799071, 'e': 0.045959256649044204}",20,0,32.31689607483711,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.9938389955024536, 'e': 0.04550195440462157}",25,11,16.922440496306475,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9938191187225435, 'e': 0.0450492023935578}",20,2,25.550839177500674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.993799242340169, 'e': 0.044600955340274535}",20,0,29.16431888789617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.9937793663553222, 'e': 0.04415716841969286}",20,8,-23.535215574967285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.9937594907679951, 'e': 0.04371779725275094}",20,16,6.268888712992588,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9937396155781797, 'e': 0.043282797901965896}",20,14,9.784626799238737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9937197407858681, 'e': 0.04285212686704019}",20,13,10.112094780572313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9936998663910523, 'e': 0.042425741080511385}",25,11,13.739979503197546,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.9936799923937245, 'e': 0.04200359790344555}",25,0,22.43411169771553,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
318,False,"{'a': 0.9936601187938766, 'e': 0.04158565512117316}",20,14,12.883565379193223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9936402455915007, 'e': 0.04117187093906774}",30,19,19.46880469446179,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9936203727865889, 'e': 0.04076220397836621}",20,6,24.963381803920175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9936005003791331, 'e': 0.04035661327203115}",25,13,21.278138271691475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9935806283691255, 'e': 0.039955058260653896}",25,0,-18.323900938882534,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.9935607567565581, 'e': 0.039557498788398725}",20,9,19.066715082241068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.993540885541423, 'e': 0.039163895098987066}",20,0,33.79072236709895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.9935210147237121, 'e': 0.03877420783172201}",20,12,13.300813752727352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9935011443034176, 'e': 0.038388398017552054}",35,13,43.13787291756489,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9934812742805316, 'e': 0.038006427075174314}",20,11,18.68768910711384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9934614046550458, 'e': 0.0376282568071762}",20,7,25.741495098965576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9934415354269528, 'e': 0.03725384939621581}",20,14,11.768007276139127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9934216665962442, 'e': 0.036883167401239994}",25,17,14.985619063097138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9934017981629123, 'e': 0.0365161737537404}",25,17,16.59453354041999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.993381930126949, 'e': 0.03615283175404641}",25,6,30.6567333973775,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9933620624883465, 'e': 0.0357931050676553}",25,14,19.147353045435793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9933421952470967, 'e': 0.03543695772159864}",20,11,17.273354843966104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.9933223284031917, 'e': 0.035084354100845025}",25,16,18.516613904903426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9933024619566236, 'e': 0.03473525894473856}",30,12,19.59947775356885,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.9932825959073844, 'e': 0.03438963734347271}",25,0,29.422006740109794,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.9932627302554663, 'e': 0.034047454734599344}",20,11,17.545173368936148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9932428650008611, 'e': 0.033708676899572396}",20,16,7.553221901637665,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9932230001435611, 'e': 0.03337326996032608}",20,6,9.68442731497006,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.9932031356835582, 'e': 0.03304120037588693}",25,16,19.427389864249164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9931832716208445, 'e': 0.03271243493901982}",25,16,2.899918013116983,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.9931634079554121, 'e': 0.03238694077290704}",25,8,26.989207723311818,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.993143544687253, 'e': 0.03206468532786077}",20,0,31.615889826282313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.9931236818163592, 'e': 0.03174563637806794}",25,13,9.880418948725172,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
